Stationid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"3467",26,25,13,11,3,3,24,87,393,552,346,288,320,414,348,354,405,428,521,365,227,129,94,62
"257",33,30,11,1,5,14,33,111,372,518,250,189,227,184,227,228,263,376,371,175,121,82,66,53
"3142",47,17,15,15,6,12,78,120,197,229,186,168,252,240,225,254,319,542,497,353,223,182,122,80
"325",49,22,18,12,2,10,83,84,158,256,141,155,171,197,187,189,226,341,443,288,257,156,149,92
"340",38,31,16,17,8,20,30,70,95,42,67,59,56,89,92,151,129,177,218,208,176,135,94,68
"3350",41,9,9,8,11,7,16,40,57,70,73,69,93,92,126,163,184,283,317,263,190,137,84,79
"3366",21,9,5,6,5,14,14,30,36,36,52,53,43,60,42,69,88,121,172,141,87,72,56,37
"403",92,67,26,29,10,14,42,121,248,311,263,348,306,320,385,369,465,638,665,471,365,268,222,146
"2003",55,44,19,6,8,2,52,150,154,147,177,178,226,249,236,249,315,593,754,458,298,185,132,87
"3314",36,27,15,13,8,17,35,73,115,105,115,108,101,124,155,146,200,271,307,272,212,173,126,77
"3295",27,29,12,2,5,7,85,98,148,152,162,186,223,264,229,226,323,424,468,271,193,94,73,49
"476",65,31,18,31,6,6,32,53,191,242,185,186,273,266,244,280,290,520,547,373,326,264,176,104
"3168",43,19,6,8,2,15,51,107,120,151,138,247,346,338,427,407,432,541,569,345,218,119,77,70
"254",28,18,5,3,21,7,53,92,157,141,134,175,184,219,187,199,221,301,334,263,222,120,72,59
"3282",11,2,13,4,0,6,35,45,99,205,327,488,498,529,548,578,514,461,502,352,193,58,38,19
"320",19,8,7,4,12,17,49,132,192,222,215,133,183,154,163,149,206,219,203,156,133,88,54,32
"2002",35,23,9,1,2,26,91,103,208,280,233,216,248,282,245,240,271,328,401,358,248,156,99,78
"3572",9,7,5,2,6,6,27,80,85,82,49,79,73,105,70,64,61,79,100,87,43,29,20,19
"3301",30,9,4,4,5,15,29,57,137,142,120,151,148,156,194,219,231,365,386,293,267,153,86,52
"438",104,51,43,26,15,10,19,85,176,130,146,164,295,327,322,313,406,610,865,451,374,302,255,190
"3244",21,5,10,5,3,1,30,72,176,147,145,173,158,215,215,206,214,330,375,258,173,114,94,52
"432",115,66,32,29,14,25,78,129,154,195,187,185,265,278,310,382,451,706,778,609,488,324,275,184
"279",41,9,9,5,3,8,55,130,315,283,221,257,224,273,253,213,309,401,381,346,260,179,91,63
"3474",32,24,12,6,4,22,61,149,461,395,246,179,264,260,222,227,247,305,409,323,240,137,76,59
"3531",23,11,10,0,1,3,2,4,15,14,19,14,25,34,27,28,33,40,52,82,76,80,47,28
"394",67,42,23,13,6,12,22,66,95,107,99,102,170,190,220,225,307,496,503,340,254,231,239,161
"3372",33,17,12,6,3,17,64,92,127,110,101,107,86,112,130,170,247,373,333,305,210,142,123,75
"237",92,45,29,13,7,4,42,101,197,174,236,231,302,335,319,310,409,671,871,536,339,288,212,153
"3263",120,47,23,17,18,71,207,446,568,512,342,319,330,338,315,361,452,561,726,701,556,356,199,145
"319",39,28,20,11,18,21,82,229,478,506,248,221,233,285,299,272,319,423,426,299,195,113,85,64
"455",17,9,13,3,2,19,36,207,721,332,131,91,134,164,191,237,176,222,201,133,106,86,86,73
"3463",46,19,23,16,4,14,91,237,421,441,223,153,194,213,191,173,218,280,300,222,155,131,63,65
"361",84,53,17,15,6,25,29,82,177,232,190,231,226,250,285,237,289,463,548,443,355,247,228,144
"174",74,43,23,7,8,14,66,186,372,237,119,120,133,153,149,144,182,315,275,262,228,199,153,105
"360",18,20,20,4,1,11,49,150,317,333,121,104,115,113,108,110,115,125,132,103,94,68,49,51
"345",54,20,21,9,3,52,110,135,285,233,208,246,293,292,286,283,319,451,532,378,263,190,131,81
